,index,text,entities,relations,Comments,id,label,start_offset,end_offset
2095,2809,Unit 42 is not aware of any reports where paying the ransom to the WanaCrypt0r attackers has resulted in the recovery of data.,"[{'id': 48028, 'label': 'identity', 'start_offset': 0, 'end_offset': 7}, {'id': 8587, 'label': 'malware', 'start_offset': 67, 'end_offset': 78}]",[],[],48028.0,identity,0.0,7.0
2096,14377,On one end of the spectrum are places like universities that maybe manage 10% of the endpoints on their network.,[],[],[],,,,
2097,4543,"While we continue to fight these threats on a technical level, the providers of these capabilities operate openly in democratic countries.",[],[],[],,,,
2098,2580,This post is also available in:      日本語 (Japanese)  The Lapsus$ Group threat actor has grown in just a few months from launching a handful of destructive attacks to stealing and publishing source code of multiple top-tier technology companies.,"[{'id': 45601, 'label': 'threat-actor', 'start_offset': 57, 'end_offset': 64}]",[],[],45601.0,threat-actor,57.0,64.0
2099,13593,The script for modifying the shop page header to inject a web shell,"[{'id': 51682, 'label': 'malware', 'start_offset': 4, 'end_offset': 10}]",[],[],51682.0,malware,4.0,10.0
2100,8391,"In December 2021, we released research about novel techniques used by NSO Group to compromise iMessage users.",[],[],[],,,,
2101,4522,"Google manages a vulnerability rewards program (VRP), rewarding researchers millions of dollars for their contributions in securing our devices and platforms.","[{'id': 50320, 'label': 'identity', 'start_offset': 0, 'end_offset': 6}]",[],[],50320.0,identity,0.0,6.0
2102,1419,"While we haven’t seen any indication that the spam volume has begun to slow down, we do expect the campaign to wind down in the next 24 hours, but a new campaign will probably be close behind.","[{'id': 4262, 'label': 'TIME', 'start_offset': 124, 'end_offset': 141}]",[],[],4262.0,TIME,124.0,141.0
2103,3527,We also found that these versions encrypt the communication to its C&C servers.,[],[],[],,,,
2104,2571,We’ve recently published a new Unit 42 white paper on credential theft that we encourage you to read.,"[{'id': 45597, 'label': 'identity', 'start_offset': 31, 'end_offset': 38}, {'id': 45598, 'label': 'attack-pattern', 'start_offset': 54, 'end_offset': 70}]",[],[],45597.0,identity,31.0,38.0
2105,9231,CISA ordered government agencies to patch now or disconnect their on-premises Exchange servers.,[],[],[],,,,
2106,11688," The following table shows their targets, related phishing domains, and lure documents used in each of the phishing attacks.  Date  Phishing Domain  Targeted Organization  Targeted Mail server  Redirection after login  2019 Nov     Government of Nepal  mail.nepal.gov.np  Redirect to file “IMG_0002.pdf”  2019 Nov     Ministry of Defence, Nepal  mail.mod.gov.np  Redirect to original mail server  2019 Dec  mail-","[{'id': 35857, 'label': 'attack-pattern', 'start_offset': 50, 'end_offset': 58}, {'id': 35858, 'label': 'location', 'start_offset': 68, 'end_offset': 71}, {'id': 35859, 'label': 'location', 'start_offset': 72, 'end_offset': 76}, {'id': 35860, 'label': 'attack-pattern', 'start_offset': 107, 'end_offset': 115}, {'id': 35861, 'label': 'location', 'start_offset': 126, 'end_offset': 130}, {'id': 35862, 'label': 'attack-pattern', 'start_offset': 132, 'end_offset': 140}, {'id': 35864, 'label': 'location', 'start_offset': 246, 'end_offset': 251}, {'id': 35867, 'label': 'location', 'start_offset': 339, 'end_offset': 344}]",[],[],35857.0,attack-pattern,50.0,58.0
2107,158,"This was well-intentioned but ultimately backfired: users got fed up clicking “Are you sure?” dialog boxes and quickly disabled the feature, or just mindlessly clicked “OK” every time they saw it.",[],[],[],,,,
2108,10957,"And as others have reported, we’re seeing a resurgence in COVID-related hacking and phishing attempts from numerous commercial and government-backed attackers.","[{'id': 33324, 'label': 'location', 'start_offset': 0, 'end_offset': 3}, {'id': 33325, 'label': 'location', 'start_offset': 80, 'end_offset': 83}, {'id': 33326, 'label': 'attack-pattern', 'start_offset': 84, 'end_offset': 92}, {'id': 33327, 'label': 'location', 'start_offset': 127, 'end_offset': 130}]",[],[],33324.0,location,0.0,3.0
2109,9698,Scrambling ‘Mac OSX 10.12’ Encryption,[],[],[],,,,
2110,14073,"However, these are not the only commonalities.",[],[],[],,,,
2111,14171,"With bipartisan support, the decision was made to deprive the Putin regime of the economic resources needed to wage war in Ukraine.","[{'id': 48215, 'label': 'identity', 'start_offset': 62, 'end_offset': 68}, {'id': 48216, 'label': 'location', 'start_offset': 123, 'end_offset': 130}]",[],[],48215.0,identity,62.0,68.0
2112,13721,"And since the API hooking shellcode adopts a generic approach, a similar code snippet might be used to target other products in the future and make Waterbear harder to detect.","[{'id': 42665, 'label': 'location', 'start_offset': 0, 'end_offset': 3}, {'id': 42666, 'label': 'attack-pattern', 'start_offset': 18, 'end_offset': 25}, {'id': 42667, 'label': 'location', 'start_offset': 103, 'end_offset': 109}, {'id': 42668, 'label': 'location', 'start_offset': 139, 'end_offset': 142}]",[],[],42665.0,location,0.0,3.0
2113,8739,We terminated 12 YouTube channels as part of our ongoing investigation into coordinated influence operations linked to Russia.,[],[],[],,,,
2114,6857,"It was last updated on May 27, 2020.",[],[],[],,,,
2115,3468,Marade will check if the infected host can connect to the internet and if it is installed with anti-virus (AV) software.,"[{'id': 49266, 'label': 'malware', 'start_offset': 0, 'end_offset': 6}]",[],[],49266.0,malware,0.0,6.0
2116,2578," Please mark, I'm not a robot!",[],[],[],,,,
2117,13002,There were no accounts compromised from this campaign and Google will alert all targeted users of these attempts through our monthly government-backed attacker warnings.,[],[],[],,,,
2118,6103," Of note, three of the Google Code projects associated with the newly uncovered account were added during the past few days, indicating it is still in active use.  Below is a current screenshot of the newly uncovered Google Code account’s projects.",[],[],[],,,,
2119,11740,"We blocked 1.6M messages to targets, displayed ~62K Safe Browsing phishing page warnings, blocked 2.4K files, and successfully restored ~4K accounts.","[{'id': 36187, 'label': 'location', 'start_offset': 52, 'end_offset': 56}, {'id': 36188, 'label': 'attack-pattern', 'start_offset': 66, 'end_offset': 74}, {'id': 36189, 'label': 'location', 'start_offset': 75, 'end_offset': 79}, {'id': 36192, 'label': 'location', 'start_offset': 110, 'end_offset': 113}]",[],[],36187.0,location,52.0,56.0
2120,2969,"Even though not all devices can use password managers directly, it’s still one of the best things you can set up.",[],[],[],,,,
2121,2895,= 3096481936;,[],[],[],,,,
2122,4169,Right: TClient),"[{'id': 12519, 'label': 'malware', 'start_offset': 7, 'end_offset': 14}]",[],[],12519.0,malware,7.0,14.0
2123,5282,This list aims to aid cybersecurity defenders in searching for affected devices in their networks and starting the remediation process.,[],[],[],,,,
2124,4667,A log file is written containing a count of the emails that were downloaded.,[],[],[],,,,
2125,465," Even then, taking down sites that malware using a DGA can be a challenge as defenders have to go through the process of working with ISPs to take down these malicious domains one by one.","[{'id': 46124, 'label': 'identity', 'start_offset': 134, 'end_offset': 137}]",[],[],46124.0,identity,134.0,137.0
2126,5035,"In mid-April, TAG detected a Ghostwriter credential phishing campaign targeting Facebook users.","[{'id': 51105, 'label': 'TIME', 'start_offset': 3, 'end_offset': 12}, {'id': 51106, 'label': 'identity', 'start_offset': 14, 'end_offset': 17}, {'id': 51107, 'label': 'threat-actor', 'start_offset': 29, 'end_offset': 40}, {'id': 51108, 'label': 'SOFTWARE', 'start_offset': 80, 'end_offset': 88}]",[],[],51105.0,TIME,3.0,12.0
2127,1745,"In recent research, we found attackers were using fake versions of some well-known and well-trusted sites:",[],[],[],,,,
2128,9930,First seen  Last seen 5.135.120.57 12/4/18 1/24/19 5.135.199.25 3/3/19 3/3/19 31.7.62.48 9/26/18 9/29/18 51.77.11.46 7/1/19 7/2/19 54.36.73.108 7/22/19 10/05/19 54.37.48.172 10/22/19 11/05/19 54.38.124.150 10/28/18 11/17/18 88.150.221.107 9/26/19 11/07/19 91.134.203.59 9/26/18 12/4/18 109.169.89.103 12/2/18 12/14/18 109.200.24.114 11/19/18 12/25/18 137.74.80.220 9/29/18 10/23/18 137.74.157.84 12/18/18 10/21/19 185.122.56.232 9/29/18 11/4/18 185.125.204.57 10/25/18 1/14/19 185.175.138.173 1/19/19 1/22/19 188.165.119.138 10/8/18 11/19/18 193.70.71.112 3/7/19 3/17/19 195.154.41.72 1/13/19 1/20/19 213.32.113.159 6/30/19 9/16/19 216.244.93.137 12/10/18 12/21/18   Table 3.,"[{'id': 30295, 'label': 'IPV4', 'start_offset': 22, 'end_offset': 34}, {'id': 30296, 'label': 'IPV4', 'start_offset': 51, 'end_offset': 63}, {'id': 30297, 'label': 'IPV4', 'start_offset': 78, 'end_offset': 88}, {'id': 30298, 'label': 'IPV4', 'start_offset': 105, 'end_offset': 116}, {'id': 30299, 'label': 'IPV4', 'start_offset': 131, 'end_offset': 143}, {'id': 30300, 'label': 'IPV4', 'start_offset': 161, 'end_offset': 173}, {'id': 30301, 'label': 'IPV4', 'start_offset': 192, 'end_offset': 205}, {'id': 30302, 'label': 'IPV4', 'start_offset': 224, 'end_offset': 238}, {'id': 30303, 'label': 'IPV4', 'start_offset': 256, 'end_offset': 269}, {'id': 30304, 'label': 'IPV4', 'start_offset': 286, 'end_offset': 300}, {'id': 30305, 'label': 'IPV4', 'start_offset': 318, 'end_offset': 332}, {'id': 30306, 'label': 'IPV4', 'start_offset': 351, 'end_offset': 364}, {'id': 30307, 'label': 'IPV4', 'start_offset': 382, 'end_offset': 395}, {'id': 30308, 'label': 'IPV4', 'start_offset': 414, 'end_offset': 428}, {'id': 30309, 'label': 'IPV4', 'start_offset': 445, 'end_offset': 459}, {'id': 30310, 'label': 'IPV4', 'start_offset': 477, 'end_offset': 492}, {'id': 30311, 'label': 'IPV4', 'start_offset': 509, 'end_offset': 524}, {'id': 30312, 'label': 'IPV4', 'start_offset': 542, 'end_offset': 555}, {'id': 30313, 'label': 'IPV4', 'start_offset': 571, 'end_offset': 584}, {'id': 30314, 'label': 'IPV4', 'start_offset': 601, 'end_offset': 615}, {'id': 30315, 'label': 'IPV4', 'start_offset': 632, 'end_offset': 646}]",[],[],30295.0,IPV4,22.0,34.0
2129,166,Extra layers of protection for those files would be incredibly onerous.,[],[],[],,,,
2130,8041,"When they did, attackers sent them phishing links in follow-on correspondence.","[{'id': 24947, 'label': 'location', 'start_offset': 30, 'end_offset': 34}, {'id': 24948, 'label': 'attack-pattern', 'start_offset': 35, 'end_offset': 43}]",[],[],24947.0,location,30.0,34.0
2131,1479,"In addition to our research, the Baidu Security team in China recently found 23 mobile banking apps sharing the same certificate hosted by a third party app developer and reported the discovery to the CNCERT in China.","[{'id': 45023, 'label': 'location', 'start_offset': 56, 'end_offset': 61}, {'id': 45025, 'label': 'location', 'start_offset': 211, 'end_offset': 216}, {'id': 45026, 'label': 'identity', 'start_offset': 201, 'end_offset': 207}, {'id': 45024, 'label': 'identity', 'start_offset': 33, 'end_offset': 52}]","[{'id': 58, 'from_id': 45026, 'to_id': 45025, 'type': 'located-at'}, {'id': 219, 'from_id': 45024, 'to_id': 45023, 'type': 'located-at'}]",[],45023.0,location,56.0,61.0
2132,13956,Organizations therefore need to take the time to put in place an incident response plan focused on the new model of ransomware attacks.,[],[],[],,,,
2133,10779,"Due to the suspicious nature of this activity, we decided to investigate further.",[],[],[],,,,
2134,13532,King added that this DOE initiative will better protect the US from cyberattacks.,"[{'id': 51595, 'label': 'identity', 'start_offset': 0, 'end_offset': 4}, {'id': 51596, 'label': 'location', 'start_offset': 60, 'end_offset': 62}]",[],[],51595.0,identity,0.0,4.0
2135,3862,"If the user clicks on the “No” button, malicious activity will not initiate.",[],[],[],,,,
2136,924,Ransom demand  ,[],[],[],,,,
2137,3654,"And so technological prevention controls (patching, robust security) are even more for effective prevention.",[],[],[],,,,
2138,2285,"Parallel to the analysis, tracking, and technical disruption of this botnet, Google has filed a lawsuit against two individuals believed to be located in Russia for operating the Glupteba Botnet and its various criminal schemes.","[{'id': 47357, 'label': 'identity', 'start_offset': 77, 'end_offset': 83}, {'id': 47356, 'label': 'malware', 'start_offset': 179, 'end_offset': 187}, {'id': 47358, 'label': 'location', 'start_offset': 154, 'end_offset': 160}]","[{'id': 314, 'from_id': 47356, 'to_id': 47358, 'type': 'located-at'}]",[],47357.0,identity,77.0,83.0
2139,3254,The BPS backdoor global configuration variable     The backdoor communicates with the C&C server using the Socket.io protocol.,"[{'id': 48370, 'label': 'malware', 'start_offset': 4, 'end_offset': 16}]",[],[],48370.0,malware,4.0,16.0
2140,932," Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!",[],[],[],,,,
2141,8512,"The actors behind this campaign, which we attribute to a group of hackers recruited in a Russian-speaking forum, lure their target with fake collaboration opportunities (typically a demo for anti-virus software, VPN, music players, photo editing or online games), hijack their channel, then either sell it to the highest bidder or use it to broadcast cryptocurrency scams.","[{'id': 26277, 'label': 'location', 'start_offset': 23, 'end_offset': 31}, {'id': 26279, 'label': 'location', 'start_offset': 113, 'end_offset': 117}, {'id': 26280, 'label': 'location', 'start_offset': 124, 'end_offset': 130}, {'id': 26281, 'label': 'tools', 'start_offset': 232, 'end_offset': 237}]",[],[],26277.0,location,23.0,31.0
2142,14138,"However, the SYSTEM_ADMIN account has a different pattern because the actions are mostly due to manual administration activities.",[],[],[],,,,
2143,2262,"Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!",[],[],[],,,,
2144,3364,.Python.BIOPASS.A  30ccfbf24b7c8cc15f85541d5ec18feb0e19e75e1e4d2bca9941e6585dad7bc7  cdaemon.txt  BIOPASS RAT Python Script (Cdaemon module)  Trojan,"[{'id': 10180, 'label': 'malware', 'start_offset': 98, 'end_offset': 109}, {'id': 10179, 'label': 'SHA2', 'start_offset': 19, 'end_offset': 83}, {'id': 48981, 'label': 'malware', 'start_offset': 1, 'end_offset': 17}, {'id': 48982, 'label': 'FILEPATH', 'start_offset': 85, 'end_offset': 96}]","[{'id': 538, 'from_id': 48982, 'to_id': 10179, 'type': 'duplicate-of'}, {'id': 539, 'from_id': 10179, 'to_id': 10180, 'type': 'indicates'}, {'id': 540, 'from_id': 48982, 'to_id': 10180, 'type': 'indicates'}, {'id': 541, 'from_id': 48981, 'to_id': 10180, 'type': 'duplicate-of'}]",[],10180.0,malware,98.0,109.0
2145,3989,"The three most common methods are taking over the software update mechanism to deliver an updated software with malicious code, exploiting misconfigured access controls, and targeting publicly accessible code libraries, and inserting malicious code, which unknowing customers then download to their systems.",[],[],[],,,,
2146,1571,The Ukrainian CERT has issued an alert on Bad Rabbit.,"[{'id': 4696, 'label': 'malware', 'start_offset': 42, 'end_offset': 52}, {'id': 46828, 'label': 'identity', 'start_offset': 4, 'end_offset': 18}]",[],[],4696.0,malware,42.0,52.0
2147,13752,The image on the right showcases how the DLL on a victim's machine appears.,[],[],[],,,,
2148,9296,"Unlike many web skimmers, which are designed to collect information from many kinds of e-commerce payment pages in general, the skimmer that the Mirrorthief group used was designed specifically for PrismWeb’s payment page.","[{'id': 28712, 'label': 'location', 'start_offset': 7, 'end_offset': 11}, {'id': 28713, 'label': 'location', 'start_offset': 32, 'end_offset': 35}, {'id': 28714, 'label': 'location', 'start_offset': 73, 'end_offset': 77}, {'id': 28715, 'label': 'location', 'start_offset': 89, 'end_offset': 97}, {'id': 28718, 'label': 'tools', 'start_offset': 217, 'end_offset': 221}]",[],[],28712.0,location,7.0,11.0
2149,5177,We also show a preview of the security gaps we found in the standard’s specification and a summary of our testing procedure.,[],[],[],,,,
2150,9700,Encoding the encryption key,[],[],[],,,,
2151,1024," To further assess this threat, we purchased a customized, new account from a seller on Taobao.","[{'id': 46515, 'label': 'SOFTWARE', 'start_offset': 88, 'end_offset': 94}]",[],[],46515.0,SOFTWARE,88.0,94.0
2152,1422,"By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.  ",[],[],[],,,,
2153,5329,"After choosing an IP address and a TCP port pair, the core component creates a child process to perform the communication.",[],[],[],,,,
2154,3872,"Thus, there is a pressing need to detect and address threats via a proactive incident response strategy.",[],[],[],,,,
2155,3272,"The BIOPASS RAT malware implements multiple commands, most of which are self-explanatory.","[{'id': 9936, 'label': 'malware', 'start_offset': 4, 'end_offset': 15}]",[],[],9936.0,malware,4.0,15.0
2156,4400,"Once provided, the data in the ""Identity"" field is sent to a C2 for confirmation.",[],[],[],,,,
2157,3179, We also found several clues that show how the malware might be connected with the Winnti Group(also known as APT41).  ,"[{'id': 48308, 'label': 'threat-actor', 'start_offset': 110, 'end_offset': 115}, {'id': 48307, 'label': 'threat-actor', 'start_offset': 83, 'end_offset': 95}]","[{'id': 403, 'from_id': 48307, 'to_id': 48308, 'type': 'duplicate-of'}]",[],48308.0,threat-actor,110.0,115.0
2158,317,The key is putting a policy in place and making sure your technology is enforcing that policy at the network layer.,[],[],[],,,,
2159,2431,"However, while the original way of obtaining the class loader and exploiting it no longer works, a new feature of JDK was introduced in version 9, providing another way to obtain the class loader and making the exploit possible again.","[{'id': 47499, 'label': 'SOFTWARE', 'start_offset': 114, 'end_offset': 117}]",[],[],47499.0,SOFTWARE,114.0,117.0
2160,8136,The app callCam hides its icon on the device after being launched.,[],[],[],,,,
2161,775,Finally we make the size of the CMemoryProtector::ProtectedFree management structure larger than 0x186a0 forcing the freeing operation.,[],[],[],,,,
2162,1583," Once inside a network, Bad Rabbit propagates itself to other systems.","[{'id': 4721, 'label': 'malware', 'start_offset': 24, 'end_offset': 34}]",[],[],4721.0,malware,24.0,34.0
2163,7991,"Once the target agreed to the deal, a malware landing page disguised as a software download URL was sent via email or a PDF on Google Drive, and in a few cases, Google documents containing the phishing links.","[{'id': 24771, 'label': 'location', 'start_offset': 9, 'end_offset': 15}, {'id': 24772, 'label': 'location', 'start_offset': 30, 'end_offset': 34}, {'id': 24773, 'label': 'location', 'start_offset': 46, 'end_offset': 53}, {'id': 24774, 'label': 'location', 'start_offset': 54, 'end_offset': 58}, {'id': 24776, 'label': 'location', 'start_offset': 141, 'end_offset': 144}, {'id': 24778, 'label': 'attack-pattern', 'start_offset': 193, 'end_offset': 201}]",[],[],24771.0,location,9.0,15.0
2164,1112," In cases such as these the common approach is to use sets of the data, in this case sets of mutexes, to create fingerprints of each sample and then leverage those fingerprints to extract higher confidence classification decisions.",[],[],[],,,,
2165,13266,Figure 6.,[],[],[],,,,
2166,3904,"To learn more about how to protect smart factories and their critical operations, read Trend Micro's expertly crafted best practices and solutions:  Smart Factory Security Solutions Trend Micro Best Practices for Securing Smart Factories         Tags  Latest News | ICS OT | APT & Targeted Attacks | Ransomware | Articles, News, Reports | Cyber Threats","[{'id': 49754, 'label': 'identity', 'start_offset': 87, 'end_offset': 98}]",[],[],49754.0,identity,87.0,98.0
2167,314," Once you can identify the traffic, you need to separate the good from the bad.",[],[],[],,,,
2168,3175, We consider BIOPASS RAT as still being actively developed.,"[{'id': 48301, 'label': 'malware', 'start_offset': 13, 'end_offset': 24}]",[],[],48301.0,malware,13.0,24.0
2169,13791,"In order to hide the behaviors of the first-stage backdoor (which is the second payload), the first payload uses API hooking techniques to avoid being detected by a specific security product and to make an interference in the result of the function execution.","[{'id': 42815, 'label': 'attack-pattern', 'start_offset': 117, 'end_offset': 124}, {'id': 42816, 'label': 'location', 'start_offset': 174, 'end_offset': 182}, {'id': 42817, 'label': 'location', 'start_offset': 191, 'end_offset': 194}]",[],[],42815.0,attack-pattern,117.0,124.0
2170,5784,Jon:,[],[],[],,,,
2171,3972," Enterprises and organizations should have comprehensive and efficient protection, detection, prevention, and remediation based on real-time, higher-confidence alerts to protect critical data and operations from sophisticated attacks and threats.",[],[],[],,,,
2172,5470,"Exploiting the human psyche with chat apps Probing Confucius’ infrastructure, we came across websites offering Windows and Android chat applications, most likely iterations of its predecessor, Simple Chat Point: Secret Chat Point, and Tweety Chat.","[{'id': 51460, 'label': 'SOFTWARE', 'start_offset': 123, 'end_offset': 130}, {'id': 51461, 'label': 'SOFTWARE', 'start_offset': 193, 'end_offset': 210}, {'id': 51458, 'label': 'threat-actor', 'start_offset': 51, 'end_offset': 60}, {'id': 51459, 'label': 'SOFTWARE', 'start_offset': 111, 'end_offset': 118}, {'id': 51462, 'label': 'SOFTWARE', 'start_offset': 212, 'end_offset': 229}, {'id': 51463, 'label': 'SOFTWARE', 'start_offset': 235, 'end_offset': 246}]",[],[],51460.0,SOFTWARE,123.0,130.0
2173,1279,"Additionally, the actors have now added the popular PlugX backdoor to their toolkit.","[{'id': 46653, 'label': 'malware', 'start_offset': 52, 'end_offset': 66}]",[],[],46653.0,malware,52.0,66.0
2174,13004,"In mid-April, TAG detected a Ghostwriter credential phishing campaign targeting Facebook users.","[{'id': 48806, 'label': 'threat-actor', 'start_offset': 29, 'end_offset': 41}, {'id': 48802, 'label': 'attack-pattern', 'start_offset': 52, 'end_offset': 61}, {'id': 48803, 'label': 'SOFTWARE', 'start_offset': 80, 'end_offset': 89}]",[],[],48806.0,threat-actor,29.0,41.0
2175,5369,"Asus module main loop     If the data coming from the core component starts with “<p:”, it means that it is a parameter for this module and 80 bytes will be written to the flash memory, effectively replacing its content.",[],[],[],,,,
2176,11643,We also found multiple Android APK files on their phishing server.,"[{'id': 35734, 'label': 'attack-pattern', 'start_offset': 50, 'end_offset': 58}]",[],[],35734.0,attack-pattern,50.0,58.0
2177,4082,"During our investigation into Earth Centaurs activities, we found that it also uses another backdoor called Lilith RAT.","[{'id': 49916, 'label': 'threat-actor', 'start_offset': 30, 'end_offset': 44}, {'id': 49917, 'label': 'malware', 'start_offset': 108, 'end_offset': 118}]","[{'id': 893, 'from_id': 49916, 'to_id': 49917, 'type': 'uses'}]",[],49916.0,threat-actor,30.0,44.0
2178,6481,"That supports our assumption that SharpChisel could not be configured correctly, and the attacker instead used PowerShell to download and run the legitimate procdump64.exe utility.","[{'id': 20128, 'label': 'location', 'start_offset': 18, 'end_offset': 28}, {'id': 20129, 'label': 'location', 'start_offset': 81, 'end_offset': 84}, {'id': 20130, 'label': 'attack-pattern', 'start_offset': 111, 'end_offset': 121}, {'id': 20131, 'label': 'location', 'start_offset': 134, 'end_offset': 137}, {'id': 20132, 'label': 'location', 'start_offset': 172, 'end_offset': 179}]",[],[],20128.0,location,18.0,28.0
2179,1628," Funtasy does this even when the victim uses alternative SMS managers, like Google Hangouts or GO SMS Pro.","[{'id': 46851, 'label': 'SOFTWARE', 'start_offset': 76, 'end_offset': 91}, {'id': 46853, 'label': 'malware', 'start_offset': 1, 'end_offset': 8}, {'id': 46852, 'label': 'SOFTWARE', 'start_offset': 95, 'end_offset': 105}]",[],[],46851.0,SOFTWARE,76.0,91.0
2180,3999,The actor is also responsible for the abuse of commonly used authentication mechanisms.,"[{'id': 49856, 'label': 'attack-pattern', 'start_offset': 38, 'end_offset': 86}]",[],[],49856.0,attack-pattern,38.0,86.0
2181,919,Dialog box that appears to victim when VBS attempts to run  ,[],[],[],,,,
2182,833,"In the months since the WanaCrypt0r/WannaCry and the Petya/NotPetya attacks, security researchers have delved into the nuts and bolts these incidents and the malware involved.","[{'id': 2720, 'label': 'malware', 'start_offset': 36, 'end_offset': 44}, {'id': 2722, 'label': 'malware', 'start_offset': 53, 'end_offset': 58}, {'id': 2723, 'label': 'malware', 'start_offset': 59, 'end_offset': 67}, {'id': 2719, 'label': 'malware', 'start_offset': 24, 'end_offset': 35}]",[],[],2720.0,malware,36.0,44.0
2183,13501,      Figure 1.,[],[],[],,,,
2184,1578,"Therefore, there appears to be little reconnaissance as part of this attack.",[],[],[],,,,
2185,2487,"We believe these docker containers are also part of internal testing efforts using publicly available docker containers, such as Spring4Shell-POC.","[{'id': 45537, 'label': 'vulnerability', 'start_offset': 129, 'end_offset': 145}]",[],[],45537.0,vulnerability,129.0,145.0
2186,5629,"To avoid having this request rejected by the server, the Trojan alters its user-agent string to appear as Internet Explorer 9 running on Windows 7.",[],[],[],,,,
2187,5701,The user eventually downloads an archive file containing either a malicious LNK file or an executable — eventually leading to a Cobalt Strike loader.,[],[],[],,,,
2188,4568,"One recent campaign from a group tracked by CERT-UA as UAC-0098 delivered malicious documents with the Follina exploit in password-protected archives, impersonating the State Tax Service of Ukraine.","[{'id': 50401, 'label': 'identity', 'start_offset': 44, 'end_offset': 51}, {'id': 50402, 'label': 'threat-actor', 'start_offset': 55, 'end_offset': 63}, {'id': 50403, 'label': 'vulnerability', 'start_offset': 103, 'end_offset': 118}, {'id': 50404, 'label': 'identity', 'start_offset': 169, 'end_offset': 197}]","[{'id': 959, 'from_id': 50402, 'to_id': 50404, 'type': 'impersonates'}, {'id': 960, 'from_id': 50402, 'to_id': 50403, 'type': 'uses'}]",[],50401.0,identity,44.0,51.0
2189,8412,"We believe its use is growing, fueled by demand from governments.",[],[],[],,,,
2190,873,"For the sake of clarity, I will refer to this newer version of PClock as PClock2 going forward.","[{'id': 44897, 'label': 'malware', 'start_offset': 73, 'end_offset': 80}, {'id': 44896, 'label': 'malware', 'start_offset': 63, 'end_offset': 69}]",[],[],44897.0,malware,73.0,80.0
2191,9444,        Figure 2. asycfilt.dll shown among loaded module names      lz32.dll is opened based on process monitoring tools.       Figure 3. lz32.dll shown among opened files      Only PuppetLoader’s dropper payload is loaded and none of the previously mentioned libraries is actually loaded.,"[{'id': 29044, 'label': 'location', 'start_offset': 177, 'end_offset': 181}, {'id': 29045, 'label': 'malware', 'start_offset': 182, 'end_offset': 194}, {'id': 29046, 'label': 'location', 'start_offset': 223, 'end_offset': 226}, {'id': 29047, 'label': 'location', 'start_offset': 227, 'end_offset': 231}]",[],[],29044.0,location,177.0,181.0
2192,1220,Both SMS sending and SMS blocking will only affect Android phones with a valid Chinese mobile phone number.,"[{'id': 46605, 'label': 'SOFTWARE', 'start_offset': 51, 'end_offset': 58}]",[],[],46605.0,SOFTWARE,51.0,58.0
2193,14095,"However, in our case, this was difficult as we are comparing samples from 2016-2017 to those developed in 2020.","[{'id': 48174, 'label': 'TIME', 'start_offset': 74, 'end_offset': 83}, {'id': 48175, 'label': 'TIME', 'start_offset': 106, 'end_offset': 110}]",[],[],48174.0,TIME,74.0,83.0
2194,13913,"It is interesting to note that DarkSide’s ransom note is similar to that of Babuk, which might indicate that these two families share a link.","[{'id': 48734, 'label': 'malware', 'start_offset': 31, 'end_offset': 42}, {'id': 48735, 'label': 'malware', 'start_offset': 76, 'end_offset': 81}]","[{'id': 450, 'from_id': 48734, 'to_id': 48735, 'type': 'related-to'}]",[],48734.0,malware,31.0,42.0
2195,2028,"As a result, a lot of the function structure overlaps with Babuk, after getting past the obfuscation.","[{'id': 47123, 'label': 'malware', 'start_offset': 59, 'end_offset': 64}]",[],[],47123.0,malware,59.0,64.0
2196,13440,TAG would like to thank the Yahoo! Paranoids Advanced Cyber Threats Team for their collaboration in this investigation.,[],[],[],,,,
2197,5217,Security researchers from different organizations have been documenting and creating attack scenarios abusing these vulnerabilities as early as 2015.,"[{'id': 51257, 'label': 'TIME', 'start_offset': 144, 'end_offset': 148}]",[],[],51257.0,TIME,144.0,148.0
2198,8309," HYPERSCRAPE requires the victim’s account credentials to run using a valid, authenticated user session the attacker has hijacked, or credentials the attacker has already acquired.",[],[],[],,,,
2199,2235, The final payload proceeds to enter its command and control loop.,[],[],[],,,,
2200,3420, e4109875e84b3e9952ef362abc5b826c003b3d0b1b06d530832359906b0b8831,"[{'id': 10308, 'label': 'SHA2', 'start_offset': 1, 'end_offset': 65}]",[],[],10308.0,SHA2,1.0,65.0
2201,6931,"This APT group (also referred to as Operation C-Major, PROJECTM, Mythic Leopard, and Transparent Tribe) has been known to use social engineering and phishing lures as an entry point, after which, it deploys the Crimson RAT malware to steal information from its victims.","[{'id': 21681, 'label': 'threat-actor', 'start_offset': 55, 'end_offset': 63}, {'id': 21683, 'label': 'location', 'start_offset': 81, 'end_offset': 84}, {'id': 21685, 'label': 'location', 'start_offset': 145, 'end_offset': 148}, {'id': 21686, 'label': 'attack-pattern', 'start_offset': 149, 'end_offset': 157}, {'id': 21687, 'label': 'location', 'start_offset': 176, 'end_offset': 181}]",[],[],21681.0,threat-actor,55.0,63.0
2202,9709,Screenshot of the final payload to be sent to C&C server.,[],[],[],,,,
2203,14213,An extra component has been added to its sections.,[],[],[],,,,
