 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,280023,6,7,1746,526,1166,0,291.0,473.5888512,325,0,75.14285714,122.6600024,8113.619238,46.42475797,23335.25,23719.73767,69891,1,254590,50918.0,21510.12624,75814,24035,256029,42671.5,66836.92915,156122,1,0,0,0,0,132,152,21.42681137,24.9979466,0,1166,162.2857143,327.0618451,106969.4505,0,0,0,1,0,0,0,0,1,174.7692308,291.0,75.14285714,132,0,0,0,0,0,0,6,1746,7,526,8192,64,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1788347,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,6501.534657,3.914229174,298057.8333,727535.6215,1783130,32,4548,2274.0,2869.439318,4303,245,1788315,596105.0,1027995.793,1783130,571,0,0,0,0,72,92,1.677526789,2.236702385,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,7299059,18,22,919,30452,509,0,51.05555556,125.6842319,2920,0,1384.181818,840.5290645,4297.951284,5.48015847,187155.359,1122804.124,7018321,9,7299059,429356.4118,1698141.75,7018321,88,156189,7437.571429,14016.27624,50632,48,0,0,0,0,372,452,2.466071311,3.014087158,0,2920,765.1463415,912.4065859,832485.778,0,0,0,1,0,0,0,0,1,784.275,51.05555556,1384.181818,372,0,0,0,0,0,0,18,919,22,30452,8192,980,17,20,280738.0,0.0,280738,280738,7018321.0,0.0,7018321,7018321,BENIGN
50540,6056211,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,231.0025196,0.990718454,1211242.2,2693607.107,6029675,3,0,0.0,0.0,0,0,6055854,1513963.5,3010496.818,6029675,3,1,0,0,0,20,112,0.165119742,0.825598712,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,26536.0,0.0,26536,26536,6029675.0,0.0,6029675,6029675,BENIGN
80,78829,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,147572.5938,88.79980718,13138.16667,31619.21021,77675,5,1128,564.0,728.3199846,1079,49,78814,26271.33333,44520.46013,77675,5,0,0,0,0,72,92,38.05706022,50.74274696,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,72881191,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,159.9452457,0.164651535,6625562.818,20100000.0,67200000,1,72800000,10400000.0,25100000.0,67200000,1,85077,28359.0,43888.29584,78927,187,0,0,0,0,172,92,0.10976769,0.054883845,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4997.0,0.0,4997,4997,36400000.0,43500000.0,67200000,5623903,DDoS
80,5372905,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.466857315,0.744476219,1790968.333,3097718.389,5367905,990,5372905,1790968.333,3097718.389,5367905,990,0,0.0,0.0,0,0,0,0,0,0,80,0,0.744476219,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5000.0,0.0,5000,5000,5367905.0,0.0,5367905,5367905,DDoS
55410,73498804,5,9,11607,62,5840,0,2321.4,3173.373883,20,0,6.888888889,5.30199124,158.7644882,0.19047929,5653754.154,17900000.0,64800000,2,73500000,18400000.0,36300000.0,72800000,152,72800000,9099743.125,22700000.0,64800000,2,0,0,0,0,112,192,0.068028318,0.122450972,0,5840,778.3333333,2037.844508,4152810.238,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,7618.0,0.0,7618,7618,36400000.0,40200000.0,64800000,7982737,BENIGN
15409,7213580,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.990587198,0.831764533,1442716.0,3219703.218,7202294,1,0,0.0,0.0,0,0,7207872,1801968.0,3600218.293,7202294,1,0,0,0,0,20,100,0.138627422,0.693137111,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,11286.0,0.0,11286,11286,7202294.0,0.0,7202294,7202294,BENIGN
80,909580,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,12782.82284,9.894676664,113697.5,317159.4715,898577,13,10659,5329.5,7173.598295,10402,257,909529,181905.8,400657.7441,898577,13,0,0,0,0,72,132,3.298225555,6.596451109,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
50299,2040692,1,7,6,42,6,6,6.0,0.0,6,6,6.0,0.0,23.52143293,3.920238821,291527.4286,764093.7227,2024293,4,0,0.0,0.0,0,0,2026969,337828.1667,826195.7942,2024293,4,0,0,0,0,20,140,0.490029853,3.430208968,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,7,6.75,6.0,6.0,20,0,0,0,0,0,0,1,6,7,42,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1105847,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,21.70282146,3.61713691,368615.6667,637590.0376,1104841,3,1105847,368615.6667,637590.0376,1104841,3,0,0.0,0.0,0,0,0,0,0,0,80,0,3.61713691,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,117479665,23,20,835,9378,366,0,36.30434783,86.00815753,2920,0,468.9,816.7432696,86.9341941,0.366020792,2797134.881,4430074.088,10100000,1,117000000,5339984.773,4932419.492,10100000,4,112000000,5920862.158,4989286.2,10100000,49,0,0,0,0,472,544,0.195778563,0.170242229,0,2920,232.1136364,588.5367435,346375.4984,0,0,0,1,0,0,0,0,0,237.5116279,36.30434783,468.9,472,0,0,0,0,0,0,23,835,20,9378,8192,980,22,20,194477.3636,566470.1173,1902449,23513,10000000.0,36964.9653,10100000,9992806,BENIGN
443,116753260,23,20,1912,4557,1551,0,83.13043478,323.6937813,2896,0,227.85,679.8534885,55.40744644,0.368298067,2779839.524,4453829.455,10200000,16,117000000,5306966.364,5074709.608,10300000,18,114000000,5984548.368,5125918.477,10300000,180,0,0,0,0,744,648,0.196996641,0.171301427,0,2896,147.0227273,513.3811988,263560.2553,0,0,0,1,0,0,0,0,0,150.4418605,83.13043478,227.85,744,0,0,0,0,0,0,23,1912,20,4557,29200,6261,4,32,207028.2727,328191.1147,1196561,107745,10100000.0,47861.03163,10200000,10000000,BENIGN
53,125588,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,844.0296844,15.92508838,125588.0,0.0,125588,125588,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7.962544192,7.962544192,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,20,0,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,647600,2,5,20,11607,20,0,10.0,14.14213562,10135,0,2321.4,4413.201989,17953.98394,10.80914145,107933.3333,263819.3472,646452,4,888,888.0,0.0,888,888,647505,161876.25,323050.7093,646452,4,0,0,0,0,52,112,3.088326127,7.720815318,0,10135,1453.375,3544.652026,12600000.0,0,0,0,1,0,0,0,0,2,1661.0,10.0,2321.4,52,0,0,0,0,0,0,2,20,5,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,23874,2,2,62,254,31,31,31.0,0.0,127,127,127.0,0.0,13236.15649,167.5462847,7958.0,13777.59816,23867,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,83.77314233,83.77314233,31,127,69.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,86.75,31.0,127.0,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,8220,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1459.854015,243.3090024,8220.0,0.0,8220,8220,8220,8220.0,0.0,8220,8220,0,0.0,0.0,0,0,0,0,0,0,40,0,243.3090024,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1829620,3,7,26,11607,20,0,8.666666667,10.26320288,4380,0,1658.142857,1964.053328,6358.150873,5.465615811,203291.1111,609533.2317,1828713,1,568,284.0,376.1808076,550,18,1829605,304934.1667,746496.1573,1828713,1,0,0,0,0,72,152,1.639684743,3.825931068,0,4380,1057.545455,1734.62119,3008910.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
17252,3788944,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,11.08488275,1.847480459,631490.6667,1522485.316,3739112,0,0,0.0,0.0,0,0,3751147,750229.4,1670841.187,3739112,0,0,0,0,0,20,120,0.26392578,1.583554679,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4626881,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.483849487,1.080641581,1156720.25,2312777.88,4625887,3,4626881,1156720.25,2312777.88,4625887,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.080641581,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,178,2,2,64,120,32,32,32.0,0.0,60,60,60.0,0.0,1033707.865,22471.91011,59.33333333,61.15826464,125,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,11235.95506,11235.95506,32,60,43.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,54.0,32.0,60.0,64,0,0,0,0,0,0,2,64,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1842206,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,6314.711818,4.342619664,263172.2857,695765.9639,1841021,3,962,481.0,675.9940828,959,3,1842175,460543.75,920318.2576,1841021,6,0,0,0,0,72,112,1.628482374,2.71413729,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,119492296,47,52,2496,48978,214,0,53.10638298,70.42425288,3411,0,941.8846154,821.3388795,430.7725412,0.828505295,1219309.143,8334678.3,58900000,1,119000000,2597658.609,12100000.0,58900000,13,119000000,2341281.922,11500000.0,59000000,1,0,0,0,0,952,1052,0.393330797,0.435174499,0,3411,514.74,741.2865368,549505.7297,0,0,0,1,0,0,0,0,1,519.9393939,53.10638298,941.8846154,952,0,0,0,0,0,0,47,2496,52,48978,8192,161,46,20,1045645.0,1358692.952,2006386,84904,58700000.0,387284.5054,58900000,58400000,BENIGN
53,96233,4,2,132,262,33,33,33.0,0.0,131,131,131.0,0.0,4094.22963,62.34867457,19246.6,29057.50774,65473,3,30712,10237.33333,17725.5193,30705,3,48,48.0,0.0,48,48,0,0,0,0,128,40,41.56578305,20.78289152,33,131,61.0,47.81910357,2286.666667,0,0,0,0,0,0,0,0,0,71.16666667,33.0,131.0,128,0,0,0,0,0,0,4,132,2,262,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,63290,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,183804.7085,126.4022752,9041.428571,23383.07715,62067,5,922,461.0,521.8448045,830,92,63129,15782.25,30858.72455,62067,5,0,0,0,0,72,112,47.40085322,79.00142203,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,966825,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,12032.16715,7.240193417,161137.5,394385.7768,966174,13,623,311.5,371.2310601,574,49,966764,322254.6667,557650.572,966174,13,0,0,0,0,72,92,3.102940036,4.137253381,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,13,1,3,6,83,6,6,6.0,0.0,46,6,27.66666667,20.20725942,6846153.846,307692.3077,4.333333333,4.163331999,9,1,0,0.0,0.0,0,0,4,2.0,1.414213562,3,1,0,0,0,0,20,60,76923.07692,230769.2308,6,46,19.0,18.57417562,345.0,1,0,0,0,1,0,0,0,3,23.75,6.0,27.66666667,20,0,0,0,0,0,0,1,6,3,83,0,136,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,966655,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,31.03485732,5.17247622,241663.75,481884.4859,964490,294,966655,241663.75,481884.4859,964490,294,0,0.0,0.0,0,0,0,0,0,0,100,0,5.17247622,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6908834,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.342266727,0.723711121,1727208.5,3451771.892,6904866,19,6908834,1727208.5,3451771.892,6904866,19,0,0.0,0.0,0,0,0,0,0,0,100,0,0.723711121,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3968.0,0.0,3968,3968,6904866.0,0.0,6904866,6904866,DDoS
80,35472,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,327779.6572,225.5299955,5067.428571,12705.47116,33871,47,34989,17494.5,23336.6451,33996,993,35347,8836.75,17480.96699,35058,47,0,0,0,0,72,112,84.57374831,140.9562472,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
9323,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,584,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1308600,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,8885.068012,6.877579092,163575.0,457767.6181,1296450,45,11754,5877.0,8025.661966,11552,202,1308444,261688.8,578470.9495,1296450,45,0,0,0,0,72,132,2.292526364,4.585052728,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1506930,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,15.92641994,2.654403323,502310.0,870022.977,1506926,1,1506930,502310.0,870022.977,1506926,1,0,0.0,0.0,0,0,0,0,0,0,80,0,2.654403323,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
51628,56,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,69202,1,1,47,143,47,47,47.0,0.0,143,143,143.0,0.0,2745.585388,28.90089882,69202.0,0.0,69202,69202,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.45044941,14.45044941,47,143,79.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,118.5,47.0,143.0,20,0,0,0,0,0,0,1,47,1,143,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,167,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,1245508.982,23952.09581,55.66666667,56.29683236,115,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,11976.0479,11976.0479,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,71981085,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,161.9453222,0.180603001,5998423.75,19900000.0,69200000,3,71900000,10300000.0,26000000.0,69200000,3,68197,17049.25,27909.35431,58439,194,0,0,0,0,172,112,0.111140309,0.069462693,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2720825.0,0.0,2720825,2720825,69200000.0,0.0,69200000,69200000,DDoS
53,186,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1752688.172,21505.37634,62.0,68.08817812,136,2,48,48.0,0.0,48,48,2,2.0,0.0,2,2,0,0,0,0,40,64,10752.68817,10752.68817,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,23395,24,28,144,55038,6,6,6.0,0.0,2896,0,1965.642857,808.7010258,2358709.126,2222.697158,458.7254902,2617.224164,18778,1,23395,1017.173913,3886.355019,18842,48,23127,856.5555556,3587.134504,18802,1,0,0,0,0,480,896,1025.860227,1196.836931,0,2896,1041.283019,1146.713974,1314952.938,1,0,0,0,0,0,0,0,1,1061.307692,6.0,1965.642857,480,0,0,0,0,0,0,24,144,28,55038,0,61,23,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5049974,7,4,635,150,517,0,90.71428571,190.7072051,150,0,37.5,75.0,155.4463449,2.178229036,504997.4,1387576.021,4436970,4,5049974,841662.3333,1812405.553,4526657,4,563081,187693.6667,282427.6159,512538,322,0,0,0,0,232,136,1.38614575,0.792083286,0,517,65.41666667,149.8383725,22451.53788,0,0,0,1,0,0,0,0,0,71.36363636,90.71428571,37.5,232,0,0,0,0,0,0,7,635,4,150,29200,235,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1896967,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,15.81471897,2.635786495,474241.75,947684.9262,1895769,3,1896967,474241.75,947684.9262,1895769,3,0,0.0,0.0,0,0,0,0,0,0,100,0,2.635786495,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
15420,7151727,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.033749191,0.838958198,1430345.4,3182771.781,7123847,1,0,0.0,0.0,0,0,7137926,1784481.5,3559583.182,7123847,1,0,0,0,0,20,100,0.139826366,0.699131832,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,27880.0,0.0,27880,27880,7123847.0,0.0,7123847,7123847,BENIGN
53,179,2,2,194,290,97,97,97.0,0.0,145,145,145.0,0.0,2703910.615,22346.36872,59.66666667,98.14954576,173,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11173.18436,11173.18436,97,145,116.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,145.25,97.0,145.0,40,0,0,0,0,0,0,2,194,2,290,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50170,1,1,62,90,62,62,62.0,0.0,90,90,90.0,0.0,3029.699023,39.86446083,50170.0,0.0,50170,50170,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,19.93223042,19.93223042,62,90,71.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,107.0,62.0,90.0,32,0,0,0,0,0,0,1,62,1,90,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,657623,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,17680.34269,12.16502464,93946.14286,245209.3967,649998,43,7236,3618.0,4908.735275,7089,147,657573,164393.25,323753.5874,649998,161,0,0,0,0,72,112,4.561884241,7.603140401,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
37030,133,1,4,319,0,319,319,319.0,0.0,0,0,0.0,0.0,2398496.241,37593.98496,33.25,22.42580359,49,1,0,0.0,0.0,0,0,98,32.66666667,27.42869544,49,1,1,0,0,0,32,140,7518.796992,30075.18797,0,319,106.3333333,164.7308917,27136.26667,0,1,0,0,1,0,0,0,4,127.6,319.0,0.0,32,0,0,0,0,0,0,1,319,4,0,4898,40544,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,8053805,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.724947401,0.620824567,2013451.25,4025559.861,8051791,3,8053805,2013451.25,4025559.861,8051791,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.620824567,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2014.0,0.0,2014,2014,8051791.0,0.0,8051791,8051791,DDoS
80,32819,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,354276.4862,274.2313904,4102.375,10842.93081,30925,32,31997,15998.5,21237.95217,31016,981,32728,6545.6,14195.98571,31938,45,0,0,0,0,72,132,91.41046345,182.8209269,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1043835,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,11138.73361,7.664046521,149119.2857,388870.3288,1030937,60,12373,6186.5,8541.14281,12226,147,1043668,260917.0,513378.1816,1030937,60,0,0,0,0,72,112,2.874017445,4.790029075,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,47371,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,245445.5257,168.8796943,6767.285714,15522.71298,41773,74,5183,2591.5,2945.099744,4674,509,47278,11819.5,20107.26742,41773,157,0,0,0,0,72,112,63.32988537,105.549809,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8745768,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.430230484,0.571705081,2186442.0,4370867.411,8742743,4,8745768,2186442.0,4370867.411,8742743,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.571705081,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3025.0,0.0,3025,3025,8742743.0,0.0,8742743,8742743,DDoS
