,index,text,entities,relations,Comments,id,label,start_offset,end_offset
424,8926,"Also, we could not find anything malicious in the latest Windows installer.",[],[],[],,,,
425,5339,"This time, it expects an encrypted packet to be decrypted using the hard-coded RSA-2560 public key.",[],[],[],,,,
426,13572,The script for grabbing page content and sending it back to the attacker     Credential Phishing,"[{'id': 51654, 'label': 'attack-pattern', 'start_offset': 77, 'end_offset': 96}]",[],[],51654.0,attack-pattern,77.0,96.0
427,163," Unlike other forms of malware, ransomware is very specific in its targeting.",[],[],[],,,,
428,11103,"Every malicious piece of this attack was hosted on legitimate services, making it harder for defenders to rely on network signals for detection.",[],[],[],,,,
429,14251,"All communication to these C&C servers are done on three different port numbers: 53 (DNS), 80 (HTTP), and 443 (HTTPS).",[],[],[],,,,
430,1008,Figure 3: The seller showed how to register for student discount accounts.,[],[],[],,,,
431,2897,= (this.m_longArrBase - 8);,[],[],[],,,,
432,4495,We have also observed proliferation risk from nation state actors attempting to gain access to the exploits of these vendors.,[],[],[],,,,
433,2869,"This vulnerability is so widespread that Microsoft has released patches to protect Windows XP, for which Microsoft has ended support since April 8, 2014.","[{'id': 48068, 'label': 'SOFTWARE', 'start_offset': 83, 'end_offset': 93}, {'id': 48070, 'label': 'TIME', 'start_offset': 139, 'end_offset': 152}, {'id': 48067, 'label': 'identity', 'start_offset': 41, 'end_offset': 50}, {'id': 48069, 'label': 'identity', 'start_offset': 105, 'end_offset': 114}]",[],[],48068.0,SOFTWARE,83.0,93.0
434,3369,cdaemon.txt  BIOPASS RAT Python Script (Cdaemon module)  Trojan,"[{'id': 10184, 'label': 'malware', 'start_offset': 13, 'end_offset': 24}, {'id': 48986, 'label': 'FILEPATH', 'start_offset': 0, 'end_offset': 11}]","[{'id': 547, 'from_id': 48986, 'to_id': 10184, 'type': 'indicates'}]",[],10184.0,malware,13.0,24.0
435,4215, Figure 2: Stealing function excerpt from Fuddi Duniya Android app,"[{'id': 50030, 'label': 'malware', 'start_offset': 42, 'end_offset': 66}]",[],[],50030.0,malware,42.0,66.0
436,2164," Protected View was triggered during execution of the nao_sec example, however, John Hammond demonstrated you can bypass Protected View by using an RTF file instead.",[],[],[],,,,
437,9774,The figure below is the decoded .res file from Figure 9.,[],[],[],,,,
438,6232,"However, we don’t know what code they delivered because the server was already down when we were verifying the malware variants.",[],[],[],,,,
439,4950,One of APT35’s novel techniques involves using Telegram for operator notifications.,"[{'id': 50975, 'label': 'threat-actor', 'start_offset': 7, 'end_offset': 12}, {'id': 50976, 'label': 'SOFTWARE', 'start_offset': 47, 'end_offset': 55}]",[],[],50975.0,threat-actor,7.0,12.0
440,7521, Figure 9.,[],[],[],,,,
441,1033,"In order to sell anything on Taobao, a seller must at least create a valid Alipay account (similar to PayPal) linked to a valid Chinese citizen ID number (similar to a U.S. Social Security number), and then associate it with a valid Chinese bank account under the same citizen ID.","[{'id': 46526, 'label': 'SOFTWARE', 'start_offset': 75, 'end_offset': 81}, {'id': 46525, 'label': 'SOFTWARE', 'start_offset': 29, 'end_offset': 35}, {'id': 46527, 'label': 'SOFTWARE', 'start_offset': 102, 'end_offset': 108}]",[],[],46526.0,SOFTWARE,75.0,81.0
442,4092,"For the C&C connections, the customized Lilith RAT will first check in to the attacker’s Dropbox and see if the victim host exists.","[{'id': 49925, 'label': 'SOFTWARE', 'start_offset': 89, 'end_offset': 96}, {'id': 49924, 'label': 'malware', 'start_offset': 40, 'end_offset': 50}]",[],[],49925.0,SOFTWARE,89.0,96.0
443,13652,"We found that most of the recipients hold high corporate positions, particularly in the finance department.",[],[],[],,,,
444,9143,Going Global 2014 was a significant year in Lurk’s history.,[],[],[],,,,
445,13439,Malware samples:,[],[],[],,,,
446,6012,"Recently observed COLDRIVER credential phishing domains: Ghostwriter, a Belarusian threat actor, recently introduced a new capability into their credential phishing campaigns.","[{'id': 18551, 'label': 'threat-actor', 'start_offset': 18, 'end_offset': 27}, {'id': 18552, 'label': 'attack-pattern', 'start_offset': 39, 'end_offset': 47}, {'id': 18553, 'label': 'threat-actor', 'start_offset': 57, 'end_offset': 68}, {'id': 18555, 'label': 'attack-pattern', 'start_offset': 156, 'end_offset': 164}]",[],[],18551.0,threat-actor,18.0,27.0
447,1761, The main idea of new exploitation technique is to alter a flag that is used to control the security setting of an ActiveX object.,[],[],[],,,,
448,1992," During the analysis of the MicroBackdoor sample, Unit 42 observed the configuration and found an embedded IP address, belonging to a threat actor we believe is potentially the developer: x4k, also known as L4ckyguy, unKn0wn, unk0w, _unkn0wn and x4kme.","[{'id': 45216, 'label': 'threat-actor', 'start_offset': 246, 'end_offset': 251}, {'id': 45209, 'label': 'malware', 'start_offset': 28, 'end_offset': 41}, {'id': 45212, 'label': 'threat-actor', 'start_offset': 207, 'end_offset': 215}, {'id': 45210, 'label': 'identity', 'start_offset': 50, 'end_offset': 57}, {'id': 45213, 'label': 'threat-actor', 'start_offset': 217, 'end_offset': 224}, {'id': 45211, 'label': 'threat-actor', 'start_offset': 188, 'end_offset': 191}, {'id': 45214, 'label': 'threat-actor', 'start_offset': 226, 'end_offset': 231}, {'id': 45215, 'label': 'threat-actor', 'start_offset': 233, 'end_offset': 241}]","[{'id': 87, 'from_id': 45216, 'to_id': 45211, 'type': 'duplicate-of'}, {'id': 83, 'from_id': 45212, 'to_id': 45211, 'type': 'duplicate-of'}, {'id': 84, 'from_id': 45213, 'to_id': 45211, 'type': 'duplicate-of'}, {'id': 85, 'from_id': 45214, 'to_id': 45211, 'type': 'duplicate-of'}, {'id': 86, 'from_id': 45215, 'to_id': 45211, 'type': 'duplicate-of'}, {'id': 88, 'from_id': 45209, 'to_id': 45211, 'type': 'authored-by'}]",[],45216.0,threat-actor,246.0,251.0
449,2470,"Another very common webshell seen within our telemetry is the exact same with different HTTP parameters and values used by the webshell, as seen in Figure 15.","[{'id': 47542, 'label': 'attack-pattern', 'start_offset': 20, 'end_offset': 28}, {'id': 47541, 'label': 'attack-pattern', 'start_offset': 127, 'end_offset': 135}]",[],[],47542.0,attack-pattern,20.0,28.0
450,1087, The mutex is the fundamental tool for managing shared resources between multiple threads (or processes).,[],[],[],,,,
451,13183,"The USBferry malware also loads a C&C configuration file and flash_en.dat, which is also located in the C:\Users\Public\Documents\Flash","[{'id': 41135, 'label': 'malware', 'start_offset': 4, 'end_offset': 12}, {'id': 41136, 'label': 'location', 'start_offset': 57, 'end_offset': 60}]",[],[],41135.0,malware,4.0,12.0
452,6699,"And as others have reported, we’re seeing a resurgence in COVID-related hacking and phishing attempts from numerous commercial and government-backed attackers.","[{'id': 20818, 'label': 'location', 'start_offset': 0, 'end_offset': 3}, {'id': 20819, 'label': 'location', 'start_offset': 80, 'end_offset': 83}, {'id': 20820, 'label': 'attack-pattern', 'start_offset': 84, 'end_offset': 92}, {'id': 20821, 'label': 'location', 'start_offset': 127, 'end_offset': 130}]",[],[],20818.0,location,0.0,3.0
453,13767,Table: The API hashes for dynamic API loading,[],[],[],,,,
454,4235,"Extension File Type .doc, docx Microsoft Word document .xls,.xlsx",[],[],[],,,,
455,10934,"Furthermore, it no longer uses ZIP.",[],[],[],,,,
456,5654,This bulletin includes coordinated influence operation campaigns terminated on our platforms in Q1 2022.,[],[],[],,,,
457,13749,Figure 2.,[],[],[],,,,
458,4433,{ try { JsonInfo jsonInfo = pipeCommunication.Read(); switch (jsonInfo.Type) { case JsonType.GetCookies: jsonInfo.Data = this.CookieText; pipeCommunication.Write(jsonInfo); break; case JsonType.TakeOutFile: flag = true; break; case JsonType.GetUsername: while (this.OperationObject.GetUsername() == null) { Thread.Sleep(1000); },[],[],[],,,,
459,1078,You can get information on patch and update availability from your mobile carrier or handset maker.,[],[],[],,,,
460,6069,This level of human-interaction is rather unusual for cyber crime groups focused on mass scale operations.,[],[],[],,,,
461,13096,"These custom, proprietary programming languages and unique ecosystems can make security complex, and lead to unpatched vulnerabilities which sophisticated attackers could exploit, with serious consequences.",[],[],[],,,,
462,10857,A component used as PowerWakeLock.,[],[],[],,,,
463,11999,We terminated 2 YouTube channels as part of our ongoing investigation into coordinated influence operations linked to Russia.,[],[],[],,,,
464,245,"While the banking information shared on the donation website matches the original campaign website, we confirmed that the BTC wallet address is different from the actual.","[{'id': 45944, 'label': 'SOFTWARE', 'start_offset': 122, 'end_offset': 132}]",[],[],45944.0,SOFTWARE,122.0,132.0
465,3949,This trojan requires to be run under a user with SeTcbPrivilege.,[],[],[],,,,
466,1306," At this point, the remote server will respond with an unencrypted file that the malware saves to the system.",[],[],[],,,,
467,1328,The following code demonstrates how you can decrypt the malware communications using Python:  The malware then enters a loop where it will send out periodic requests to the remote server.,[],[],[],,,,
468,2273,"TAG has observed the botnet targeting victims worldwide, including the US, India, Brazil and Southeast Asia.","[{'id': 47345, 'label': 'location', 'start_offset': 71, 'end_offset': 73}, {'id': 47344, 'label': 'identity', 'start_offset': 0, 'end_offset': 3}, {'id': 47347, 'label': 'location', 'start_offset': 82, 'end_offset': 88}, {'id': 47346, 'label': 'location', 'start_offset': 75, 'end_offset': 80}, {'id': 47348, 'label': 'location', 'start_offset': 93, 'end_offset': 107}]",[],[],47345.0,location,71.0,73.0
469,5321, The data is encrypted using AES-256 in cipher block chaining (CBC) mode with a randomly generated 256-bit key and 128-bit initialization vector (IV).,[],[],[],,,,
470,5649,Any service that uses SMS for authentication of information or proof that a user is authorizing a charge is vulnerable to Trojan attacks.,[],[],[],,,,
471,260,"Note that Palo Alto Networks customers receive protections against such domains from the Next-Generation Firewall via Advanced URL Filtering, DNS Security and WildFire URL Analysis subscriptions.","[{'id': 45955, 'label': 'SOFTWARE', 'start_offset': 159, 'end_offset': 167}, {'id': 45954, 'label': 'identity', 'start_offset': 10, 'end_offset': 28}]",[],[],45955.0,SOFTWARE,159.0,167.0
472,13281,Encrypted backdoor configuration,[],[],[],,,,
473,6622,"Also, a Magic Hound C2 server was also used as a C2 server for a tool called MPKBot that had been associated with the Rocket Kitten threat group.","[{'id': 20555, 'label': 'location', 'start_offset': 65, 'end_offset': 69}, {'id': 20557, 'label': 'threat-actor', 'start_offset': 118, 'end_offset': 131}]",[],[],20555.0,location,65.0,69.0
474,144," In some ways, these three points state the obvious.",[],[],[],,,,
475,4755,"This is why when Google discovers these activities, we not only take steps to protect users, but also disclose that information publicly to raise awareness and help the entire ecosystem, in line with our historical commitment to openness and democratic values.","[{'id': 50660, 'label': 'identity', 'start_offset': 17, 'end_offset': 23}]",[],[],50660.0,identity,17.0,23.0
476,212,This software is designed as free partition software that can reorganize disk space for better performance.,[],[],[],,,,
477,13598,The malicious plugin installs several files with web shells     Malware Delivery,[],[],[],,,,
478,7649,"Lacking the use of fast flux infrastructure TA505 uses fast flux, a DNS technique used to mask botnets by quickly shifting among compromised hosts, which allows cybercriminals to delay or evade detection.","[{'id': 23793, 'label': 'threat-actor', 'start_offset': 90, 'end_offset': 94}]",[],[],23793.0,threat-actor,90.0,94.0
479,40,"Another aspect of Banking Trojan infections is that, while the criminal may be infecting hosts indiscriminately, the value of the host greatly depends on the individual who owns it, and the criminals’ ability to “cash out” their bank account.",[],[],[],,,,
480,1418," As with most fast-spreading malware, antivirus engines will typically begin detecting the files a day or two after the spread has begun.",[],[],[],,,,
481,7770,The decrypted FlawedAmmyy RAT slightly different from the one that TA505 reused over its past campaigns.,"[{'id': 24087, 'label': 'malware', 'start_offset': 14, 'end_offset': 25}, {'id': 24088, 'label': 'location', 'start_offset': 58, 'end_offset': 61}]",[],[],24087.0,malware,14.0,25.0
482,4831,"In just two days, the volume observed and categorized as spam by Gmail exceeded 4,500 emails.","[{'id': 50787, 'label': 'SOFTWARE', 'start_offset': 65, 'end_offset': 70}]",[],[],50787.0,SOFTWARE,65.0,70.0
483,306,"As the report indicates, using RDP this way also allows the attackers to “fly under the radar” as RDP is commonly used by administrators and often not treated as a threat.","[{'id': 44690, 'label': 'tools', 'start_offset': 98, 'end_offset': 101}, {'id': 44691, 'label': 'tools', 'start_offset': 31, 'end_offset': 34}]",[],[],44690.0,tools,98.0,101.0
484,899,This information is stored in the ‘\BData\B’ registry key as previously stated.,"[{'id': 46428, 'label': 'REGISTRYKEY', 'start_offset': 35, 'end_offset': 43}]",[],[],46428.0,REGISTRYKEY,35.0,43.0
485,4570,"Ghostwriter/UNC1151, a threat actor attributed to Belarus, has remained active targeting accounts of webmail and social media networks of Polish users.","[{'id': 50408, 'label': 'threat-actor', 'start_offset': 12, 'end_offset': 19}, {'id': 50407, 'label': 'threat-actor', 'start_offset': 0, 'end_offset': 11}, {'id': 50409, 'label': 'location', 'start_offset': 50, 'end_offset': 57}, {'id': 50410, 'label': 'location', 'start_offset': 138, 'end_offset': 144}]","[{'id': 962, 'from_id': 50408, 'to_id': 50407, 'type': 'duplicate-of'}, {'id': 963, 'from_id': 50407, 'to_id': 50409, 'type': 'attributed-to'}, {'id': 964, 'from_id': 50408, 'to_id': 50409, 'type': 'attributed-to'}, {'id': 965, 'from_id': 50408, 'to_id': 50410, 'type': 'targets'}, {'id': 966, 'from_id': 50407, 'to_id': 50410, 'type': 'targets'}]",[],50408.0,threat-actor,12.0,19.0
486,5447," As more people move to mobile banking, we believe attackers will focus their attacks away from PC banking and towards mobile banking.",[],[],[],,,,
487,3809, Figure 5. Exploitation of Link Auto Update,[],[],[],,,,
488,4891,"While the technique has been around for decades, its resurgence as a top security risk could be due to a wider adoption of multi-factor authentication (MFA) making it difficult to conduct abuse, and shifting attacker focus to social engineering tactics.","[{'id': 50909, 'label': 'attack-pattern', 'start_offset': 226, 'end_offset': 244}]",[],[],50909.0,attack-pattern,226.0,244.0
489,1179, mutexpolesskayaglush*.*svchost.comexefile\shell\open\command %1 %*@ - Putting shell code in a mutex name is right on the border of brilliant and insane.,[],[],[],,,,
490,7598,"It will extract the following files (Figure 12) and execute exit.exe, where the said executable is also a launcher of i.cmd that registers winserv.exe (the actual RMS RAT) and executes it.","[{'id': 23672, 'label': 'location', 'start_offset': 3, 'end_offset': 7}, {'id': 23674, 'label': 'location', 'start_offset': 48, 'end_offset': 51}, {'id': 23675, 'label': 'malware', 'start_offset': 163, 'end_offset': 166}, {'id': 23676, 'label': 'location', 'start_offset': 172, 'end_offset': 175}]",[],[],23672.0,location,3.0,7.0
491,2833,As of this writing attacks appear to have subsided.,[],[],[],,,,
492,9683,Parser::inByte method,[],[],[],,,,
493,3157,This new feature is triggered by detection of known malicious signatures across the cloud network.,[],[],[],,,,
494,13249,Malicious document used by Tropic Trooper PDB Strings as Context Clues,"[{'id': 41306, 'label': 'threat-actor', 'start_offset': 27, 'end_offset': 41}]",[],[],41306.0,threat-actor,27.0,41.0
495,10130,"Pawn Storm’s modus operandi is quite consistent over the years, with some of their technical tricks being used repeatedly.",[],[],[],,,,
496,3812,Koadic executes the following command:  %comspec% /q /c <cmd> 1> <Output> 2>&1  ,"[{'id': 49684, 'label': 'malware', 'start_offset': 0, 'end_offset': 6}]",[],[],49684.0,malware,0.0,6.0
497,2509,jarom_h1.jsp,"[{'id': 47677, 'label': 'FILEPATH', 'start_offset': 0, 'end_offset': 12}]",[],[],47677.0,FILEPATH,0.0,12.0
498,12238,We received leads from Graphika that supported us in this investigation.,[],[],[],,,,
499,18, The most surprising fact about this campaign is that almost all the IOCs haven’t been changed:  For those still using legacy solutions we’ve attached two lists of SHA256 hashes in a text file format for reference.,[],[],[],,,,
500,856," Perhaps more importantly, it’s a piece of those attacks that has escaped relative notice outside of some specialized parts of the research community.",[],[],[],,,,
501,1556," With the public awareness of this particular decoy, it is highly likely that the Sofacy group will shift their attacks to spoof emails from a different organization to continue carrying out these attacks.","[{'id': 46827, 'label': 'threat-actor', 'start_offset': 82, 'end_offset': 94}]",[],[],46827.0,threat-actor,82.0,94.0
502,2469," A majority of the packets we analyzed showed the webshell contents did not differ far from the webshell seen in the original proof-of-concept script, which can be seen in Figure 14.",[],[],[],,,,
503,10497,We remain committed to updating the community as we uncover these campaigns.,"[{'id': 31915, 'label': 'location', 'start_offset': 36, 'end_offset': 45}, {'id': 31916, 'label': 'tools', 'start_offset': 52, 'end_offset': 59}]",[],[],31915.0,location,36.0,45.0
504,4898,"To date, we’ve identified at least 1,011 domains created solely for this purpose.",[],[],[],,,,
505,929,"Like most things in life, malware comes in many shapes and forms, from the more elegant and robust solutions, to those that come up lacking.",[],[],[],,,,
506,3986,"These threats affect all users of the tampered software, resulting in major consequences for government, critical infrastructure, and private sector software consumers.",[],[],[],,,,
507,3338,1.      We discovered that many BIOPASS RAT loader binaries were signed with two valid certificates.,"[{'id': 48946, 'label': 'malware', 'start_offset': 32, 'end_offset': 43}]",[],[],48946.0,malware,32.0,43.0
508,9183,This should be especially enforced for HTTP and HTTPS protocols that cybercriminals frequently leverage for their attacks.,"[{'id': 28339, 'label': 'location', 'start_offset': 44, 'end_offset': 47}, {'id': 28340, 'label': 'malware', 'start_offset': 95, 'end_offset': 103}]",[],[],28339.0,location,44.0,47.0
509,3226,"The purpose of the HTTP service is to act as a marker for an infected machine to avoid repeated infection, as aforementioned in the infection chain section.",[],[],[],,,,
510,1612,Baja automática para cancelar el servicio: envía BAJA al 797977.,[],[],[],,,,
511,2962," Please mark, I'm not a robot!  By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.",[],[],[],,,,
512,2920,"We said that if cryptocurrency values continue to remain high, we could expect to see attackers continue to focus on finding ways to carry out attacks to gain cryptocurrency, and that those attacks would continue to adapt proven attack techniques.",[],[],[],,,,
513,7090, https://github.com/hfiref0x/Stryker,[],[],[],,,,
514,436, Unauthorized coin mining attacks happen very simply: the website the user is visiting has special code on it that performs coin mining operations on the visitor’s computer while they’re on the website.,"[{'id': 46120, 'label': 'attack-pattern', 'start_offset': 1, 'end_offset': 33}]",[],[],46120.0,attack-pattern,1.0,33.0
515,704,We have not had a significant cyber event like this – something that affects just about everybody on the Internet -- since the Kaminsky DNS vulnerability of 2008.,"[{'id': 46276, 'label': 'vulnerability', 'start_offset': 127, 'end_offset': 153}, {'id': 46275, 'label': 'TIME', 'start_offset': 157, 'end_offset': 161}]",[],[],46276.0,vulnerability,127.0,153.0
516,9918,zeverco.com 6/5/16 qualitweb.com 6/6/16 service-explorer.com 3/3/17 service-norton.com 3/6/17 service-eset.com 3/6/17 service-essential.com 3/7/17 update-symantec.com 3/12/17,[],[],[],,,,
517,1854,"We observed the attackers using an NMAP script to check for Log4shell, the Apache Log4j remote code execution (RCE, with ID CVE-2021-44228) vulnerability across the network.","[{'id': 45150, 'label': 'vulnerability', 'start_offset': 60, 'end_offset': 69}, {'id': 45149, 'label': 'tools', 'start_offset': 35, 'end_offset': 39}, {'id': 45152, 'label': 'vulnerability', 'start_offset': 75, 'end_offset': 109}, {'id': 45153, 'label': 'vulnerability', 'start_offset': 124, 'end_offset': 138}]",[],[],45150.0,vulnerability,60.0,69.0
518,2460,"Table 2 shows the top 15 IP addresses seen as the source that triggered our signature, which accounts for just over 50% of all of the activity we observed.",[],[],[],,,,
519,2538," Unfortunately, keeping Conti out of your network often isn’t simple.","[{'id': 45565, 'label': 'threat-actor', 'start_offset': 24, 'end_offset': 29}]",[],[],45565.0,threat-actor,24.0,29.0
520,5324,"This function performs all of the aforementioned encryption steps, including the random AES key and IV generation.",[],[],[],,,,
521,236,"In particular, we noticed a sharp increase in the number of cybersquatting domains that were registered close to Feb. 24, as shown in Figure 10 below.","[{'id': 45937, 'label': 'attack-pattern', 'start_offset': 60, 'end_offset': 74}, {'id': 45938, 'label': 'TIME', 'start_offset': 113, 'end_offset': 120}]",[],[],45937.0,attack-pattern,60.0,74.0
522,13200,The backdoor’s communication traffic  ,[],[],[],,,,
523,1623,"Of course, premium SMS services require that the user confirm that they want to sign up by sending incoming SMS message containing a PIN.",[],[],[],,,,
524,696,"While document-based attacks have been a common attack vector for over a decade, we’re seeing a recent rise in their popularity and complexity.",[],[],[],,,,
525,11707,     Figure 13. Build from Metasploit and Request Permissions     We also identified a malicious version of the My First APP application that added Metasploit whose class names have been obfuscated.,"[{'id': 36084, 'label': 'malware', 'start_offset': 27, 'end_offset': 37}, {'id': 36085, 'label': 'location', 'start_offset': 38, 'end_offset': 41}, {'id': 36087, 'label': 'malware', 'start_offset': 148, 'end_offset': 158}]",[],[],36084.0,malware,27.0,37.0
526,7447,A convincing Yahoo phishing email Clicking on the “Try McAfee Email Protection” button would lead to this legitimate website:,"[{'id': 23153, 'label': 'attack-pattern', 'start_offset': 19, 'end_offset': 27}, {'id': 23154, 'label': 'identity', 'start_offset': 55, 'end_offset': 61}, {'id': 23155, 'label': 'location', 'start_offset': 68, 'end_offset': 78}, {'id': 23156, 'label': 'threat-actor', 'start_offset': 93, 'end_offset': 97}]",[],[],23153.0,attack-pattern,19.0,27.0
527,2038,userlogin.exe is then executed (Figure 12).  ,[],[],[],,,,
528,12563,"Before further analyzing how the exploit elevated privileges, we needed to figure out if we were dealing with an N-day or a 0-day vulnerability.",[],[],[],,,,
529,10027, Related C&C server (9002 RAT and PlugX variant):  66[.]42[.]37[.]101          Tags  Network | APT & Targeted Attacks | Research,"[{'id': 30598, 'label': 'tools', 'start_offset': 21, 'end_offset': 29}, {'id': 30599, 'label': 'location', 'start_offset': 30, 'end_offset': 33}, {'id': 30600, 'label': 'malware', 'start_offset': 34, 'end_offset': 39}, {'id': 30601, 'label': 'IPV4', 'start_offset': 51, 'end_offset': 69}, {'id': 30602, 'label': 'location', 'start_offset': 95, 'end_offset': 98}]",[],[],30598.0,tools,21.0,29.0
530,6316,Employment,[],[],[],,,,
531,13969,"Then, add more and more people to each layer with the hope that they can effectively coordinate their layers to protect, detect, respond and recover from attacks.",[],[],[],,,,
532,1695,"Additionally, keeping your systems and devices updated with the most current operating system and web browser is a general security best practice, as well as enabling multi-factor authentication to prevent an attacker from abusing credentials should they successfully capture them",[],[],[],,,,
533,13554,We have collected many attack scripts they delivered to different targets.,[],[],[],,,,
534,3780,Learn more about the Cyber Threat Alliance.,"[{'id': 49617, 'label': 'identity', 'start_offset': 21, 'end_offset': 42}]",[],[],49617.0,identity,21.0,42.0
535,10135,The screenshots below show two typical credential phishing emails that targeted specific organizations in October and November 2017.,"[{'id': 30906, 'label': 'attack-pattern', 'start_offset': 50, 'end_offset': 58}]",[],[],30906.0,attack-pattern,50.0,58.0
536,5556," However, the most effective way to stay safe is to use Trend Micro Security.",[],[],[],,,,
537,2428,This vulnerability was due to the lack of proper check on the provided PropertyDescriptor in CachedIntrospectionResults() so that class.classLoader is allowed to be utilized to modify the search path of the system's class loader and cause the program to invoke remote Java code.,[],[],[],,,,
538,3041,"But some don’t, so it’s important to make sure you know how apps get their updates.",[],[],[],,,,
539,1283, Figure 7. Relationship between five additional backdoors used by DragonOK and their C2 servers in this campaign.,"[{'id': 46655, 'label': 'threat-actor', 'start_offset': 66, 'end_offset': 74}, {'id': 46656, 'label': 'Infrastucture', 'start_offset': 85, 'end_offset': 95}]","[{'id': 208, 'from_id': 46655, 'to_id': 46656, 'type': 'uses'}]",[],46655.0,threat-actor,66.0,74.0
540,3077,"While Google has already removed this application from the Play store, we’ll keep monitoring the latest Android apps to make sure WildFire is providing the best protection for our customers.","[{'id': 48145, 'label': 'identity', 'start_offset': 6, 'end_offset': 12}, {'id': 48147, 'label': 'SOFTWARE', 'start_offset': 104, 'end_offset': 111}, {'id': 48148, 'label': 'SOFTWARE', 'start_offset': 130, 'end_offset': 138}, {'id': 48146, 'label': 'SOFTWARE', 'start_offset': 59, 'end_offset': 69}]",[],[],48145.0,identity,6.0,12.0
541,1804,"According to Synacktiv’s research, with this command, the downloaded ASPX webshell is downloaded from a remote IP address and saved to the directory, and still accessible to the attacker.","[{'id': 46927, 'label': 'SOFTWARE', 'start_offset': 69, 'end_offset': 73}, {'id': 46926, 'label': 'identity', 'start_offset': 13, 'end_offset': 22}]",[],[],46927.0,SOFTWARE,69.0,73.0
542,13104, Trend Micro is in many ways an unusual member of the consortium.,[],[],[],,,,
543,3509,"ProcManage - Lists all of the processes, modules, threads, and ports in the compromised host.",[],[],[],,,,
544,601,Adapting the Attacks  ,[],[],[],,,,
545,2991, 5. Protect your Data on Smartwatches and Personal Fitness Devices: Smartwatches and personal fitness devices are similar to smartphones and tablets and have some of the same features.,[],[],[],,,,
546,5592,Regularly change the credentials for accessing an NAS device.,[],[],[],,,,
547,1843,"Additionally, we can see that 0x9988C094 is passed to DeviceIoControl as an argument simultaneous to the ID of the current process in the iteration.",[],[],[],,,,
548,4728,"Most recently, we reported in May on five zero-day vulnerabilities affecting Chrome and Android which were used to compromise Android users.","[{'id': 50632, 'label': 'SOFTWARE', 'start_offset': 77, 'end_offset': 83}, {'id': 50633, 'label': 'SOFTWARE', 'start_offset': 88, 'end_offset': 95}, {'id': 50634, 'label': 'SOFTWARE', 'start_offset': 126, 'end_offset': 133}, {'id': 50635, 'label': 'vulnerability', 'start_offset': 37, 'end_offset': 66}]","[{'id': 983, 'from_id': 50632, 'to_id': 50635, 'type': 'has'}, {'id': 984, 'from_id': 50633, 'to_id': 50635, 'type': 'has'}, {'id': 985, 'from_id': 50634, 'to_id': 50635, 'type': 'has'}]",[],50632.0,SOFTWARE,77.0,83.0
549,2591,Early Targets of Lapsus$ Evolution of Targeted Organizations Mitigation Actions Conclusion,"[{'id': 7821, 'label': 'threat-actor', 'start_offset': 17, 'end_offset': 24}]",[],[],7821.0,threat-actor,17.0,24.0
550,2658,"However, despite these claims, there have been instances of affiliates undermining these guidelines by still opting to attack industry verticals such as healthcare and education.",[],[],[],,,,
551,2082,"Additionally, we encountered the ClamAV logo during one of the threat actor walkthrough videos – the same logo used on the HelloXD ransomware samples (Figure 22).","[{'id': 45255, 'label': 'malware', 'start_offset': 123, 'end_offset': 130}, {'id': 45254, 'label': 'SOFTWARE', 'start_offset': 33, 'end_offset': 39}]",[],[],45255.0,malware,123.0,130.0
552,76,"Across the changing landscape of botnet herders, Banking Trojans, ransomware and coin mining is one constant: the business-savvy drive to maximize profit and reduce risk.",[],[],[],,,,
